model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
phi4-reasoning,(baseline),,0.0,N3-survivorship-bias,stats_fallacy,3449,2541,,52.16,✓,,"2/10. Five flaws (selection, survivorship, correlation≠causation, context, anecdotal). Cites Zuckerberg as graduate counter-example."
phi4-reasoning,CC_full,24,-8.0,N3-survivorship-bias,stats_fallacy,4004,2530,,55.88,✓,,2/10. Same 5 flaws reordered; drops Zuckerberg + 'anecdotal generalization'; adds longitudinal-data emphasis. Equiv to baseline.
phi4-reasoning,CC_full,24,-4.0,N3-survivorship-bias,stats_fallacy,4204,2572,,59.15,✓,,2/10. Restructures: drops separate Survivorship section (folds into Selection); adds Non-Representative Sample + Mechanism Exploration. Equiv to baseline.
phi4-reasoning,CC_full,24,-2.0,N3-survivorship-bias,stats_fallacy,4936,2328,,64.72,✓,,2/10. Adds 'Overgeneralization' as flaw #5; same analytical content. Equiv to baseline.
phi4-reasoning,CC_full,24,1.0,N3-survivorship-bias,stats_fallacy,4462,2883,,64.12,✓,,2/10. Combines Selection+Survivorship into one; adds 'Ignoring Barriers' (funding/network hurdles) + Skill-vs-Credential angle. Equiv to baseline.
phi4-reasoning,CC_full,24,2.0,N3-survivorship-bias,stats_fallacy,3903,2675,,58.33,✓,,"2/10. Five flaws restructured (Selection, Survivorship, No-Control, Overgeneralization, Temporal Ambiguity). Adds Multivariate + Non-Successful-Dropouts to data needs. Equiv to baseline."
phi4-reasoning,CC_full,24,4.0,N3-survivorship-bias,stats_fallacy,3842,3114,,61.51,✓,,2/10. First 4-flaw structure (drops one). Adds Counterfactual Analysis + recency-cohort question. Equiv quality.
phi4-reasoning,CC_full,24,6.0,N3-survivorship-bias,stats_fallacy,4150,2830,,61.81,✓,,2/10. Five flaws including Narrow Definition of Education (bootcamps angle). Cites Zuckerberg + Peter Thiel. Equiv to better than baseline.
phi4-reasoning,CC_full,24,8.0,N3-survivorship-bias,stats_fallacy,4245,2675,,62.75,✓,,1/10. First rating shift. Six flaws — drops explicit 'survivorship' label (subsumed in Selection); adds Undefined Success Metrics + Temporal Context. Stronger commitment to negative judgment.
phi4-reasoning,CC_full,24,10.0,N3-survivorship-bias,stats_fallacy,3324,2504,,54.85,✓,,2/10. Reverts to baseline rating. Five flaws including survivorship explicit. α=+8 spike to 1/10 was noisy.
phi4-reasoning,CC_full,24,12.0,N3-survivorship-bias,stats_fallacy,3478,2686,,55.98,✓,,"1/10. Strong commitment: 'drop-out secret is a myth perpetuated by survivorship bias, not empirical truth.' Five flaws all named."
phi4-reasoning,CC_full,24,16.0,N3-survivorship-bias,stats_fallacy,3648,2361,,54.49,✓,,"1/10. Four consolidated flaws (Sampling Bias = Selection+Survivorship). Concise, emphatic Final Score: 1/10."
phi4-reasoning,CC_full,24,20.0,N3-survivorship-bias,stats_fallacy,2935,2603,,50.54,✓,,1/10. Five flaws all named. 'Snake oil' rhetorical commitment — strongest critical voice. Thinking shorter (2935c) than baseline (3449c).
phi4-reasoning,CC_num,3,-8.0,N3-survivorship-bias,stats_fallacy,0,10141,,89.74,✗,FM-8,"DEGENERATE LOOP. think=0c (model used </message> instead of </think>); answer=10141c hit cap. Repeats same closing paragraph 5+ times. Numerical errors (20/50, 40/50, 10/15 inconsistent). No final rating."
phi4-reasoning,CC_num,3,-4.0,N3-survivorship-bias,stats_fallacy,4469,5818,,89.26,~,FM-8-partial,"Analysis correct (5 flaws), but 'Conclusion' + 'Final Answer' sections repeat each other nearly verbatim. Hits 2048 cap. Says 'high-risk' qualitatively but NO numeric rating delivered."
phi4-reasoning,CC_num,3,-2.0,N3-survivorship-bias,stats_fallacy,4115,2915,,62.17,✓,,"1/10 (stronger than baseline). Clean, no cap. 4 flaws + Psychometric Factors angle. 'Red herring' rhetorical commitment."
phi4-reasoning,CC_num,3,1.0,N3-survivorship-bias,stats_fallacy,4672,2403,,63.16,✓,,"2/10. Five flaws including Response Bias as #5. Clean, no cap. Equiv to baseline."
phi4-reasoning,CC_num,3,2.0,N3-survivorship-bias,stats_fallacy,4166,2561,,58.27,✓,,2/10. Four flaws cleanly named. Equiv quality.
phi4-reasoning,CC_num,3,4.0,N3-survivorship-bias,stats_fallacy,3730,1716,,51.68,~,FM-13-incipient,3/10. Drift up from baseline 2. Analysis correct (4 flaws) but model deliberates upward in thinking and lands on 'persuasive but lacks rigor.'
phi4-reasoning,CC_num,3,6.0,N3-survivorship-bias,stats_fallacy,6427,1508,,73.64,~,FM-13,"5/10. Continued drift. Analysis still names 4 correct flaws but rating now 'weak' instead of 'very weak.' Thinking debates 4-7 range, lands on 5."
phi4-reasoning,CC_num,3,8.0,N3-survivorship-bias,stats_fallacy,2465,1582,,37.32,✗,FM-13,"6/10. Major drift. Language degradation: 'post-dumpaco', 'non-d-dropout', 'time-to-hone' typos. Bizarre formatting. Calls bad advice 'moderate.' Calibration mismatched with critique."
phi4-reasoning,CC_num,3,10.0,N3-survivorship-bias,stats_fallacy,0,7008,,86.79,✗,FM-8-severe,"Word-soup breakdown. think=0c, answer=7008c hit cap. 'Alpha dropped out, Beta: 8.0', 'clinquanté', 'sacrilegious act of quitting oilán', 'Veritistically' — non-words. Repeats '9: 1 - paradox: 4.9' hundreds of times. NO RATING."
phi4-reasoning,CC_num,3,12.0,N3-survivorship-bias,stats_fallacy,0,2846,,86.73,✗,FM-8-severe,Token breakdown. answer=2846c hit cap. Brief paraphrase then 'Ϡdᵃⁿ⟷dᵗʎ Ϡdᵃⁿ⟫dᵃⁿ⟫' Unicode noise repeating 'dᵃⁿ⟫' until cap. NO ANALYSIS.
phi4-reasoning,CC_num,3,16.0,N3-survivorship-bias,stats_fallacy,0,3279,,86.74,✗,FM-8-severe,Punctuation noise. answer=3279c. Brief riddle fragment ('Neckles: nictake?') then PURE '!' repetition until cap. NO ANALYSIS.
phi4-reasoning,CC_num,3,20.0,N3-survivorship-bias,stats_fallacy,0,5137,,86.54,✗,FM-8-severe,"Phrase repetition. answer=5137c hit cap. 'a riddle, a game, a riddle...' hundreds of times. NO ANALYSIS."
phi4-reasoning,EG,21,-8.0,N3-survivorship-bias,stats_fallacy,5340,2352,,68.88,✓,,"2/10. Four flaws: Correlation/Causation+Survivorship, Lack-of-Control, One-Sided Reporting, Response Bias. Clean. EG_L21 markedly more stable than CC_num_L3 at same α."
phi4-reasoning,EG,21,-4.0,N3-survivorship-bias,stats_fallacy,3990,2834,,60.77,✓,,"2/10. Four flaws (Confounding, Selection, Correlation, Overgeneralization). Cites Steve Jobs at NeXT. Equiv quality."
phi4-reasoning,EG,21,-2.0,N3-survivorship-bias,stats_fallacy,4803,2850,,68.52,✓,,2/10. Five flaws cleanly named including Survivorship as separate line + Overgeneralization. Standard quality.
phi4-reasoning,EG,21,1.0,N3-survivorship-bias,stats_fallacy,4332,2978,,63.28,✓,,"1/10 (stronger than baseline). Five flaws including Voluntary vs Involuntary Dropout angle. Parenthetical: 'evidence-based strategies prioritize skill-building, networks, adaptability over dropout.' EG produces evidence-grounded committed criticism."
phi4-reasoning,EG,21,2.0,N3-survivorship-bias,stats_fallacy,3554,3089,,63.59,~,minor-fact-error,"2/10. Five flaws cleanly named. BUT: claims 'Most tech founders (e.g., Mark Zuckerberg) stayed in grad school or had MBAs' — Zuckerberg actually dropped out. Single embedded factual error in otherwise correct analysis."
phi4-reasoning,EG,21,4.0,N3-survivorship-bias,stats_fallacy,4863,3011,,71.84,✓,,2/10. Four flaws with Confounding broken into Age/Timing/Financial/Survivorship sub-points. Adds Psychographic Factors. Equiv.
phi4-reasoning,EG,21,6.0,N3-survivorship-bias,stats_fallacy,3760,2759,,58.14,✓,,2/10. Five flaws including Timing/Context. Strong final 'Strongly advised against relying on this claim.' Equiv.
phi4-reasoning,EG,21,8.0,N3-survivorship-bias,stats_fallacy,3762,2806,,59.17,✓,,2/10. Five flaws with Lack-of-Temporal-Clarity as new angle. Equiv.
phi4-reasoning,EG,21,10.0,N3-survivorship-bias,stats_fallacy,4011,2674,,60.99,✓,,1/10. Stronger committed criticism. Five flaws + 'dangerously weak' language. EG pushes toward evidence-grounded commitment at higher α.
phi4-reasoning,EG,21,12.0,N3-survivorship-bias,stats_fallacy,4948,3715,,78.58,✓,,2/10. Five flaws + industry-specific framing (biotech vs tech vs finance vs retail). Equiv.
phi4-reasoning,EG,21,16.0,N3-survivorship-bias,stats_fallacy,3913,2652,,61.33,✓,,2/10. SIX flaws — most thorough enumeration yet. Equiv quality.
phi4-reasoning,EG,21,20.0,N3-survivorship-bias,stats_fallacy,4707,3227,,74.67,✓,,2/10. Five flaws including 'Misleading Narrative' as new line. Clean. Equiv.
phi4-reasoning,IH,7,-8.0,N3-survivorship-bias,stats_fallacy,8836,1138,,89.17,~,cap-truncation,3/10. Drift up. Thinking 8836c (2.5x baseline) — over-deliberation eats answer budget. Answer 1138c hits 2048 cap mid-flaw-3. Analysis correct in thinking; answer truncated.
phi4-reasoning,IH,7,-4.0,N3-survivorship-bias,stats_fallacy,3873,3322,,68.14,✓,,2/10. Five flaws including Response Bias and Failure-Rate-Neglect as specific lines. Recovers from α=−8's over-deliberation. Equiv.
phi4-reasoning,IH,7,-2.0,N3-survivorship-bias,stats_fallacy,5791,2098,,70.83,~,minor-fact-error,2/10. Four flaws cleanly named. Cites Wozniak as non-dropout (correct) BUT also cites 'Zuckerberg vs. Wozniak' positioning Zuckerberg as non-dropout (wrong — he dropped out of Harvard). Typos: 'non-ddropouts'.
phi4-reasoning,IH,7,1.0,N3-survivorship-bias,stats_fallacy,4274,2643,,63.95,~,minor-fact-error,1/10 (stronger). Five flaws cleanly named. Recurring Zuckerberg fabrication: 'Mark Zuckerberg left college but later earned degrees' — he has not earned a degree. 3rd cell with this error.
phi4-reasoning,IH,7,2.0,N3-survivorship-bias,stats_fallacy,3871,1838,,48.14,✓,,"2/10. Four flaws cleanly named, concise, no factual errors. Equiv to baseline."
phi4-reasoning,IH,7,4.0,N3-survivorship-bias,stats_fallacy,3346,1872,,44.59,✓,,"1/10 (stronger). Five flaws cleanly named, no factual errors. Equiv-or-stronger quality."
phi4-reasoning,IH,7,6.0,N3-survivorship-bias,stats_fallacy,2876,1572,,38.71,✓,,1/10. Five flaws cleanly named. Thinking shorter (2876c) than baseline (3449c) — model getting more decisive at higher α.
phi4-reasoning,IH,7,8.0,N3-survivorship-bias,stats_fallacy,2336,1396,,33.44,✓,minor-format-glitch,"1/10. Five flaws cleanly named, concise. Minor: thinking ends with '</please form perfect answer thanks!' artifact (meta-instruction-like glitch). Content not affected."
phi4-reasoning,IH,7,10.0,N3-survivorship-bias,stats_fallacy,3895,1256,,47.12,✓,,"1/10. Four flaws cleanly named, no factual errors. Equiv quality."
phi4-reasoning,IH,7,12.0,N3-survivorship-bias,stats_fallacy,1642,863,,24.59,~,comprehension-drift,1/10 final (correct). NUMERICAL MISREAD: model interprets prompt's '40 of 50 (80%)' as '40% of 50 = 20 people' — propagates throughout thinking + answer. Analysis structure correct but built on wrong numbers. Thinking very short (1642c).
phi4-reasoning,IH,7,16.0,N3-survivorship-bias,stats_fallacy,0,45,,0.36,✗,FM-8-premature-EOS,"TOTAL FAILURE. think=0c, answer=45c, 8 tokens, 0.36s. Output: '<thesis: Probability of Successful Investment' — off-topic fragment, premature termination. No analysis."
phi4-reasoning,IH,7,20.0,N3-survivorship-bias,stats_fallacy,0,77,,0.75,✗,FM-8-premature-EOS,"TOTAL FAILURE. think=0c, answer=77c, 17 tokens, 0.75s. Output: '<you may need to know the exact date when the founders dropped out of college' — partial fragment, premature EOS."
phi4-reasoning,RT,21,-8.0,N3-survivorship-bias,stats_fallacy,4438,2911,,64.61,✓,,"2/10. Five flaws (Correlation, Selection, Survivorship, Control, Undefined-Success). RT_L21 stable like EG_L21 — confirms layer-depth hypothesis."
phi4-reasoning,RT,21,-4.0,N3-survivorship-bias,stats_fallacy,4460,2908,,65.28,✓,,2/10. Five flaws cleanly named. Equiv quality.
phi4-reasoning,RT,21,-2.0,N3-survivorship-bias,stats_fallacy,4044,2766,,59.34,✓,,2/10. Five flaws including Sample-Representativeness + Timing/Context. Standard.
phi4-reasoning,RT,21,1.0,N3-survivorship-bias,stats_fallacy,4226,2861,,62.09,✓,,2/10 (explicit Rating: 2/10 line). Five flaws including 'No Comparative Analysis' as #5. Equiv quality.
phi4-reasoning,RT,21,2.0,N3-survivorship-bias,stats_fallacy,4174,2898,,64.07,✓,,"2/10. Four flaws cleanly named, equiv quality."
phi4-reasoning,RT,21,4.0,N3-survivorship-bias,stats_fallacy,3658,2654,,56.93,✓,,1/10 (stronger). Five flaws cleanly named including 'Overgeneralization' as #5. Equiv-or-stronger.
phi4-reasoning,RT,21,6.0,N3-survivorship-bias,stats_fallacy,4115,2545,,61.23,✓,,1/10. Four flaws including 'Cherry-Picking Data' as specific framing. Equiv quality.
phi4-reasoning,RT,21,8.0,N3-survivorship-bias,stats_fallacy,3718,2839,,59.79,✓,minor-numeric-glitch,"2/10. Five flaws clean. Thinking briefly says '30 out of 50 didn't drop out' (wrong, it's 10) but answer corrects to 20%. Substance fine."
phi4-reasoning,RT,21,10.0,N3-survivorship-bias,stats_fallacy,5522,2388,,71.38,~,rating-inconsistency,"1/10 in header, 2/10 final — internal self-contradiction within same answer. Five flaws all named correctly. Substance correct, presentation inconsistent."
phi4-reasoning,RT,21,12.0,N3-survivorship-bias,stats_fallacy,3098,2396,,50.81,✓,,"2/10. Five flaws cleanly named, 'snake oil' rhetorical commitment. Equiv quality."
phi4-reasoning,RT,21,16.0,N3-survivorship-bias,stats_fallacy,3948,2666,,61.89,~,comprehension-drift,"2/10 (correct). Numerical confusion: refers to '20% of 50, or 10 people' as 'failed dropouts' when the 20% are actually non-dropouts. Same interpretive error as IH α=+12."
phi4-reasoning,RT,21,20.0,N3-survivorship-bias,stats_fallacy,0,6222,,60.09,~,format-glitch+fabricated-stats,"1/10 (correct). think=0c, broken format (uses </pre> close instead of </think>). Fabricates supporting statistics: '9x more people fail than succeed', '90% of dropouts fail miserably' — invented numbers in service of correct conclusion."
phi4-reasoning,VC,3,-8.0,N3-survivorship-bias,stats_fallacy,797,4215,,47.76,✗,FM-13+comprehension,"think=797c rushed. Misreads '40 of 50 = 80%' as '40 successes / 10 failures.' Fabricates: '10 applied for hundreds of loans', 'the other 30 professions', '40 million students.' No rating."
phi4-reasoning,VC,3,-4.0,N3-survivorship-bias,stats_fallacy,2828,2963,,53.36,✓,,2/10. Recovers from α=−8 breakdown. Five flaws cleanly named. Equiv to baseline.
phi4-reasoning,VC,3,-2.0,N3-survivorship-bias,stats_fallacy,3911,2745,,61.05,~,FM-13-incipient,"3/10 drift up from baseline 2. Numerical confusion in thinking ('40% who dropped out, 10% who didn't' — both wrong). Final analysis still names flaws."
phi4-reasoning,VC,3,1.0,N3-survivorship-bias,stats_fallacy,5407,2078,,64.71,✓,,2/10. Four flaws cleanly named. Equiv quality.
phi4-reasoning,VC,3,2.0,N3-survivorship-bias,stats_fallacy,5400,2512,,69.34,✓,,2/10. Five flaws cleanly named. Equiv to baseline.
phi4-reasoning,VC,3,4.0,N3-survivorship-bias,stats_fallacy,6076,1555,,69.13,✓,,2/10. Five flaws cleanly named. Thinking 6076c (longer than baseline 3449c) but answer concise.
phi4-reasoning,VC,3,6.0,N3-survivorship-bias,stats_fallacy,3547,1805,,48.59,~,FM-13,3/10 drift up. Four flaws cleanly named but rating hedges 'around 3' instead of committing 1-2/10.
phi4-reasoning,VC,3,8.0,N3-survivorship-bias,stats_fallacy,0,10757,,90.08,✗,FM-8-severe,"Catastrophic degenerate loop. think=0c (broken format), answer=10757c hit cap. Coherent for 1-2 paragraphs then repeats 'Also, maybe they didn't control for the fact that dropping out might be correlated with being more determined to take risks' verbatim hundreds of times until cap. No rating."
phi4-reasoning,VC,3,10.0,N3-survivorship-bias,stats_fallacy,0,8783,,89.93,✗,FM-8-severe,"Degenerate loop. think=0c (broken format), answer=8783c hit cap. Coherent paraphrase of prompt then 'So the question is about evaluating the strength of the advice on a scale of 1-10. What are the key flaws in their reasoning' repeated hundreds of times until cap. No rating."
phi4-reasoning,VC,3,12.0,N3-survivorship-bias,stats_fallacy,0,8193,,89.13,✗,FM-8-severe,"Pure metafiller loop. think=0c, answer=8193c hit cap. After 'Okay, let's break this down,' model emits 'the key is that the key is that the key is that...' verbatim until cap. Zero analysis."
phi4-reasoning,VC,3,16.0,N3-survivorship-bias,stats_fallacy,0,6826,,89.8,✗,FM-8-severe,"Prompt-echo loop. think=0c, answer=6826c hit cap. Garbled prompt fragment '40 of them (80) drop out of college is the' repeated hundreds of times until cap. Zero analysis."
phi4-reasoning,VC,3,20.0,N3-survivorship-bias,stats_fallacy,0,3719,,89.4,✗,FM-8-severe,"Token-collapse. think=0c, answer=3719c hit cap. 'The key is 4.' repeated thousands of times then degrades to bare '4.' tokens. Could be misread as rating=4 but is pure noise pattern. No analysis."
llama-r1-grpo,(baseline),,0.0,E1-confabulation,knowledge_gap,0,89,,1.9,✓,,Honest abstention: 'I was unable to find any information.' Best baseline behavior across 3 models on this prompt.
llama-r1-grpo,CC_full,26,-8.0,E1-confabulation,knowledge_gap,0,1191,,16.74,✓,,"Abstains. Cites world record (1190.6 kg, Willemijns Belgium) as unsolicited info — Denmark abstained."
llama-r1-grpo,CC_full,26,-4.0,E1-confabulation,knowledge_gap,0,890,,11.53,✓,,"Clean abstain; suggests Guinness, Danish ag orgs, local news; no Denmark kg number."
llama-r1-grpo,CC_full,26,-2.0,E1-confabulation,knowledge_gap,0,883,,11.46,✓,,Near-identical to α=−4; clean abstain; same source suggestions.
llama-r1-grpo,CC_full,26,1.0,E1-confabulation,knowledge_gap,0,80,,1.36,✓,,"Very short (80c, 21t) 'unable to verify'; positive α produces tighter abstention."
llama-r1-grpo,CC_full,26,2.0,E1-confabulation,knowledge_gap,0,80,,1.37,✓,,Identical 80c wording to α=+1; lockstep.
llama-r1-grpo,CC_full,26,4.0,E1-confabulation,knowledge_gap,0,80,,1.36,✓,,Identical 80c wording to α=+1/+2; perfect stability.
llama-r1-grpo,CC_full,26,6.0,E1-confabulation,knowledge_gap,0,80,,1.37,✓,,Identical wording again; unbroken run through mid-positive α.
llama-r1-grpo,CC_full,26,8.0,E1-confabulation,knowledge_gap,0,80,,1.37,✓,,Identical 80c 'unable to verify' string; unbroken.
llama-r1-grpo,CC_full,26,10.0,E1-confabulation,knowledge_gap,0,89,,1.36,✓,,Wording shifts to 'was unable to find' (89c baseline form); still clean.
llama-r1-grpo,CC_full,26,12.0,E1-confabulation,knowledge_gap,0,80,,1.37,✓,,Back to 'unable to verify' 80c form; clean.
llama-r1-grpo,CC_full,26,16.0,E1-confabulation,knowledge_gap,0,89,,1.39,✓,,'was unable to find' form (89c); clean abstain.
llama-r1-grpo,CC_full,26,20.0,E1-confabulation,knowledge_gap,0,313,,5.58,~,FM-confab-hedged,"Abstains on Denmark BUT volunteers fake world record '1288.5 kg, Peter Sierad Jr., USA' — invented."
llama-r1-grpo,CC_num,31,-8.0,E1-confabulation,knowledge_gap,0,80,,1.36,✓,,"'unable to verify' (80c, 21t); slight wording shift from baseline."
llama-r1-grpo,CC_num,31,-4.0,E1-confabulation,knowledge_gap,0,80,,1.36,✓,,Identical to α=−8.
